zip	state	mean_income	median_income	population
72110	AR	34721	47218	11498
72111	AR	45003	61108	1362
72112	AR	28335	40084	11467
72113	AR	74877	84846	21273
72114	AR	18416	27314	12658
72116	AR	55159	77499	21431
72117	AR	34044	40972	12684
72118	AR	34918	44764	20658
72119	AR	42888	55858	5
72120	AR	57785	67358	31610
72121	AR	37227	46297	2704
72122	AR	56526	69114	927
72123	AR	28821	46833	450
72125	AR	52000	59472	905
72126	AR	46913	53600	3674
72127	AR	32510	50998	2149
72128	AR	40330	50770	814
72129	AR	40330	50770	1409
72130	AR	38267	50134	560
72131	AR	40462	52265	4631
72132	AR	50352	57366	3242
72134	AR	33611	41356	315
72135	AR	61113	81766	2623
72136	AR	49466	69197	1772
72137	AR	46695	68267	2555
72139	AR	35707	49674	216
72140	AR	45000	54018	305
72141	AR	27095	36970	625
72142	AR	51955	58416	2499
72143	AR	41612	55757	35169
72150	AR	52608	60205	12006
72152	AR	29527	37675	429
72153	AR	38563	44910	2572
72156	AR	30216	46372	639
72157	AR	29861	49046	1607
72160	AR	36038	53240	10736
72165	AR	36908	51974	111
72166	AR	46786	47582	260
72167	AR	45631	52280	1719
72168	AR	58223	9204	1834
72169	AR	29292	46370	203
72170	AR	30781	35425	202
72173	AR	55541	62919	9078
72175	AR	29527	37675	354
72176	AR	46574	53207	8141
72179	AR	36786	43737	450
72181	AR	54013	75931	62
72201	AR	24218	41541	1024
72202	AR	36224	56171	9978
72204	AR	33627	40601	32505
72205	AR	46389	62197	23000
72206	AR	39199	46725	25624
72207	AR	71263	116893	10344
72209	AR	33067	38954	32376
72210	AR	51780	67591	14258
72211	AR	58749	76127	21288
72212	AR	77795	112531	12705
72223	AR	87967	130818	19890
72227	AR	58421	83775	11462
72301	AR	32412	40351	26069
72311	AR	30865	28985	135
72315	AR	34568	46425	22094
72320	AR	25500	28735	1847
72321	AR	55990	66241	154
72322	AR	35047	47642	195
72324	AR	34598	43466	1978
72325	AR	51466	57876	43
72326	AR	33976	46278	2267
72327	AR	40308	53578	1732
72328	AR	31992	39048	64
72329	AR	44167	47301	80
72330	AR	32363	42677	756
72331	AR	28145	34991	3184
72332	AR	24716	37087	104
72333	AR	28902	35302	667
72335	AR	28074	37418	20121
72338	AR	80260	99299	52
72339	AR	49223	74237	204
72340	AR	27406	38318	90
72341	AR	25500	28735	222
72342	AR	29397	44601	5532
72346	AR	22759	33400	697
72347	AR	41238	53473	711
72348	AR	23355	34346	2594
72350	AR	33473	43623	1226
72351	AR	44020	47207	835
72353	AR	28902	35302	114
72354	AR	32501	40026	2470
72355	AR	32007	39002	2768
72358	AR	28125	38579	1690
72359	AR	35047	47642	430
72360	AR	25191	33865	6466
72364	AR	54917	63399	15831
72365	AR	27510	37115	3146
72366	AR	35009	42108	2543
72367	AR	28902	35302	108
72368	AR	35927	41704	1228
72370	AR	30034	40819	8606
72372	AR	28605	38981	1945
72373	AR	21993	32525	1329
72374	AR	35023	42061	876
72376	AR	25874	38063	1977
72377	AR	32768	40192	36
72379	AR	37143	45290	50
72383	AR	35023	42061	53
72384	AR	50880	62151	953
72386	AR	34595	44326	1777
72389	AR	28902	35302	204
72390	AR	25274	34995	9107
72392	AR	27068	37595	481
72394	AR	22866	33524	625
72395	AR	44167	47301	1017
72396	AR	40811	50399	13734
72401	AR	36445	49528	53767
72404	AR	61083	76377	23482
72410	AR	32826	43262	498
72411	AR	37438	45220	2294
72412	AR	41669	49387	633
72413	AR	25256	39584	598
72414	AR	34757	41755	443
72415	AR	31239	37835	1346
72416	AR	39598	46163	5783
72417	AR	48535	53921	3568
72419	AR	34757	41755	1748
72421	AR	40060	44835	554
72422	AR	24624	39519	4979
72424	AR	28848	42575	94
72425	AR	41317	49198	446
72426	AR	55990	66241	196
72427	AR	40060	44835	174
72428	AR	23802	34288	95
72429	AR	37643	52512	427
72430	AR	39668	55146	411
72431	AR	29292	46370	401
72432	AR	29493	39493	6462
72433	AR	31934	36651	3067
72434	AR	31886	40125	2108
72435	AR	29009	42237	505
72436	AR	39493	50430	942
72437	AR	38328	45837	3272
72438	AR	34004	46253	2574
72440	AR	36809	47346	255
72441	AR	30506	39091	94
72442	AR	33288	45400	4886
72443	AR	34405	41818	2986
72444	AR	25256	39584	1821
72445	AR	32826	43262	91
72447	AR	34757	41755	1964
72449	AR	25256	39584	213
72450	AR	38922	45665	36033
72453	AR	28848	42575	198
72454	AR	28863	45880	5127
72455	AR	32976	47705	12518
72456	AR	31202	40304	585
72457	AR	35950	40234	132
72458	AR	31814	38817	755
72459	AR	31124	38737	1329
72460	AR	32835	43481	832
72461	AR	32172	41537	3789
72462	AR	25256	39584	408
72464	AR	39767	55226	98
72466	AR	33088	42384	1481
72467	AR	15846	25316	303
72469	AR	36198	46706	1124
72470	AR	28848	42575	319
72471	AR	29904	41640	1108
72472	AR	35934	42063	9447
72473	AR	29795	41393	2376
72476	AR	26140	35010	7155
72478	AR	32543	43331	390
72479	AR	36557	51084	1489
72482	AR	28983	37454	1241
72501	AR	36362	49376	25099
72512	AR	29403	43119	2234
72513	AR	29327	39523	2856
72515	AR	29759	41540	63
72517	AR	29794	39423	487
72519	AR	34991	40187	3150
72520	AR	33002	39737	309
72521	AR	32237	43013	4814
72522	AR	35948	46142	405
72523	AR	36796	44409	1091
72524	AR	35838	46147	376
72526	AR	34117	46234	154
72527	AR	34346	44573	583
72528	AR	36287	40173	65
72529	AR	32821	37077	4726
72530	AR	35853	44797	1987
72531	AR	34932	46816	800
72532	AR	30038	41171	1712
72533	AR	27802	38068	416
72534	AR	36664	50653	1320
72536	AR	29411	42824	429
72537	AR	33796	43828	805
72538	AR	29911	41648	432
72539	AR	33002	39737	253
72540	AR	37706	43334	149
72542	AR	30744	37772	3826
72543	AR	33180	47094	12535
72544	AR	35370	45867	636
72546	AR	36307	45220	181
72550	AR	34578	43701	985
72553	AR	36737	46102	69
72554	AR	32713	39478	2923
72555	AR	26140	31106	182
72556	AR	31425	40229	3375
72560	AR	30899	38216	8754
72561	AR	37706	43334	981
72562	AR	36737	46102	2238
72564	AR	36908	51974	546
72565	AR	29794	39423	999
72566	AR	36204	40163	624
72567	AR	26140	31106	262
72568	AR	36908	51974	1662
72569	AR	30765	41346	468
72571	AR	36908	51974	369
72572	AR	36719	47192	228
72573	AR	34803	41899	278
72576	AR	30066	41369	3868
72577	AR	35037	42691	700
72578	AR	29759	41540	212
72579	AR	35755	45940	1287
72581	AR	36077	45932	1030
72583	AR	29759	41540	1679
72584	AR	29745	39862	568
72585	AR	29794	39423	216
72587	AR	29394	42978	134
72601	AR	35872	48593	30163
72611	AR	36559	48945	1696
72616	AR	32273	43575	10441
72617	AR	32711	40827	198
72619	AR	35929	47432	1936
72623	AR	38374	48283	648
72624	AR	31388	40411	594
72626	AR	36324	51481	1243
72628	AR	24884	32236	803
72629	AR	29339	38054	629
72630	AR	34555	41781	197
72631	AR	39360	58205	3709
72632	AR	30888	45524	4449
72633	AR	36094	47258	1833
72634	AR	37839	48625	4670
72635	AR	36324	51481	3624
72636	AR	28283	33043	24
72638	AR	35830	48233	7186
72639	AR	31920	36964	683
72640	AR	29205	37636	385
72641	AR	27492	35495	2585
72642	AR	38374	48283	1979
72644	AR	34509	41975	2268
72645	AR	27777	36978	1867
72648	AR	31674	40721	716
72650	AR	30597	36541	4362
72651	AR	37692	49346	1206
72653	AR	36192	46262	28560
72655	AR	24884	32236	457
72658	AR	32711	40827	1685
72660	AR	43389	61189	524
72661	AR	35929	47432	580
72662	AR	44795	62654	2986
72663	AR	27802	38068	361
72666	AR	24884	32236	275
72668	AR	35929	47432	521
72669	AR	28283	33043	107
72670	AR	28244	36435	99
72672	AR	26941	34326	279
72675	AR	28741	34386	1399
72677	AR	26019	32493	525
72679	AR	28850	38648	48
72680	AR	27880	38092	807
72682	AR	32147	44675	194
72683	AR	24884	32236	211
72685	AR	31695	40445	1365
72686	AR	28283	33043	182
72687	AR	30709	40636	6461
72701	AR	37482	51603	39782
72703	AR	45857	62532	28261
72704	AR	51800	62425	21336
72712	AR	55306	71073	40933
72714	AR	61031	72435	11880
72715	AR	57756	75117	15051
72717	AR	40140	45883	1071
72718	AR	68214	82287	1465
72719	AR	60349	66817	8975
72721	AR	39861	56429	391
72722	AR	46288	57668	3138
72727	AR	49694	65546	5658
72729	AR	40048	45694	280
72730	AR	44215	52399	7585
72732	AR	49094	59741	4716
72734	AR	43962	56035	7322
72736	AR	48065	56367	6208
72738	AR	40026	55850	2419
72739	AR	52598	68999	473
72740	AR	35211	45355	9543
72742	AR	34078	41421	545
72744	AR	41964	50889	5343
72745	AR	55480	67529	11376
72747	AR	40750	48582	152
72749	AR	40048	45694	84
72751	AR	48439	57941	6434
72752	AR	34255	43227	293
72753	AR	42373	51192	7936
72756	AR	42656	56813	38455
72758	AR	65527	84156	33487
72760	AR	36875	47486	342
72761	AR	39835	51578	21211
72762	AR	53777	67870	35342
72764	AR	43667	54111	50230
72768	AR	42028	49930	1306
72769	AR	42680	52950	1162
72773	AR	42506	62187	953
72774	AR	45529	53129	6121
72776	AR	35393	43049	574
72801	AR	34558	47671	18685
72802	AR	45059	54141	20973
72821	AR	27946	41873	2048
72823	AR	38090	47515	6765
72824	AR	38150	49046	1876
72826	AR	46190	56958	47
72827	AR	32188	39347	187
72828	AR	32188	39347	114
72830	AR	29754	42109	14896
72832	AR	25390	40586	923
72833	AR	36193	42895	4384
72834	AR	38339	43681	10565
72835	AR	40476	47837	923
72837	AR	39976	51041	7845
72838	AR	32188	39347	115
72839	AR	33737	50317	242
72840	AR	25625	40620	2149
72841	AR	31477	44234	227
72842	AR	36540	48206	1478
72843	AR	31854	43584	2274
72845	AR	31620	39048	1216
72846	AR	31825	40660	3913
72847	AR	41705	52196	2850
72851	AR	40476	47837	572
72852	AR	33398	49618	315
72853	AR	34447	40687	2217
72854	AR	32315	47407	703
72855	AR	34518	48628	6314
72856	AR	25194	32893	464
72857	AR	30984	39570	1430
72858	AR	43431	52609	3178
72860	AR	32188	39347	375
72863	AR	40290	47671	1582
72865	AR	39399	46877	1366
72901	AR	30516	39935	21591
72903	AR	43626	62021	26148
72904	AR	29662	36576	21893
72908	AR	50960	70219	13378
72916	AR	48969	66892	7131
72921	AR	42169	52079	13787
72923	AR	45927	61039	4735
72926	AR	31477	44234	545
72927	AR	39007	50631	8701
72928	AR	41399	48398	755
72930	AR	41399	48398	320
72932	AR	42500	48509	1597
72933	AR	43457	52188	4999
72934	AR	41271	46461	1047
72935	AR	42581	49084	577
72936	AR	49726	63556	14527
72937	AR	47222	63654	3858
72938	AR	42212	52144	1391
72940	AR	47854	62811	2515
72941	AR	50366	64114	5251
72943	AR	41402	52974	2646
72944	AR	45613	55736	2919
72945	AR	42212	52144	314
72946	AR	40189	44660	3654
72947	AR	39425	48396	4433
72948	AR	42500	48509	518
72949	AR	31872	45038	10177
72950	AR	31477	44234	409
72951	AR	39311	46704	988
72952	AR	44793	50677	2945
72955	AR	42500	48509	438
72956	AR	39775	48629	34074
72958	AR	34268	42916	8117
72959	AR	41906	47698	2786
73002	OK	38512	47719	1098
73003	OK	54814	68232	16601
73004	OK	60495	66388	833
73005	OK	32561	40527	9938
73006	OK	39646	47234	3832
73007	OK	81231	113479	1673
73008	OK	41422	50768	21121
73009	OK	42154	50410	1398
73010	OK	54871	63731	12345
73011	OK	38512	47719	453
73012	OK	86656	98839	13373
73013	OK	72051	98100	31732
73014	OK	49306	65996	1482
73015	OK	33109	45371	3185
73016	OK	62228	74545	1421
73017	OK	42515	50689	1748
73018	OK	38128	48503	19423
73019	OK	6574	247748	107
73020	OK	62707	70367	17526
73021	OK	51333	59884	382
73024	OK	52573	61577	716
73025	OK	99919	144656	6543
73026	OK	57241	68530	10017
73027	OK	50608	62666	1854
73028	OK	37789	58068	3212
73029	OK	39846	46905	1974
73030	OK	40872	48609	4299
73032	OK	40775	47073	241
73033	OK	42270	48659	349
73034	OK	71516	95137	31219
73036	OK	46721	54502	17744
73038	OK	35951	49598	2213
73040	OK	38693	49142	2042
73041	OK	41270	50840	443
73042	OK	42493	50779	1134
73043	OK	51828	64084	179
73044	OK	44553	58084	18094
73045	OK	53439	64108	9060
73047	OK	43658	53994	3629
73048	OK	40825	48281	2186
73049	OK	60075	77704	5219
73050	OK	43355	55156	851
73051	OK	41021	48012	8995
73052	OK	43675	64870	6156
73053	OK	42717	50404	764
73054	OK	53089	67659	3704
73055	OK	48162	56864	9300
73056	OK	40058	57336	468
73057	OK	36099	45197	2533
73058	OK	43355	55156	320
73059	OK	45244	53857	2796
73061	OK	50332	55020	1327
73062	OK	41954	51283	1562
73063	OK	42604	62176	642
73064	OK	63423	73053	15589
73065	OK	68504	75820	4808
73066	OK	42409	53980	360
73067	OK	41687	51221	2056
73068	OK	45230	52530	10195
73069	OK	38614	53598	22229
73071	OK	42129	52850	28880
73072	OK	50099	99281	37848
73073	OK	45711	61613	593
73074	OK	44625	53068	1101
73075	OK	37878	50362	9154
73077	OK	35259	43363	7154
73078	OK	81289	96072	4931
73079	OK	54760	61549	595
73080	OK	46864	58976	8291
73082	OK	38624	47799	2966
73084	OK	34024	44392	6526
73086	OK	40355	51927	7759
73089	OK	57133	66174	8100
73090	OK	58227	65983	968
73092	OK	46560	56145	1016
73093	OK	56723	65991	2090
73095	OK	43861	54170	1810
73096	OK	44417	56245	11974
73097	OK	60139	64143	187
73098	OK	36159	46931	4242
73099	OK	61711	71939	41552
73102	OK	35294	39370	3362
73103	OK	48692	75537	4345
73104	OK	20591	33931	1810
73105	OK	35761	49767	4943
73106	OK	33739	42340	13850
73107	OK	37011	43979	24959
73108	OK	25482	30913	15181
73109	OK	28435	35414	19447
73110	OK	38679	46779	34044
73111	OK	24933	34569	12595
73112	OK	38240	50044	30184
73114	OK	35273	48148	16299
73115	OK	40471	46868	21572
73116	OK	66665	121483	10049
73117	OK	20730	28953	5257
73118	OK	42814	60820	14172
73119	OK	27576	33353	28075
73120	OK	49560	70537	35661
73121	OK	49579	65579	3159
73122	OK	38449	51210	13107
73127	OK	36471	49693	25243
73128	OK	58004	67809	2205
73129	OK	25622	32276	19690
73130	OK	50840	59203	18156
73131	OK	61739	91086	2248
73132	OK	44225	55444	25121
73134	OK	67264	108875	3080
73135	OK	45016	54822	16730
73139	OK	38773	48706	16646
73141	OK	34562	43245	2795
73142	OK	63165	74826	8142
73145	OK	32328	40926	2831
73149	OK	34174	38479	5502
73150	OK	66961	76629	4744
73151	OK	127404	184903	836
73159	OK	44436	50556	29932
73160	OK	55588	61154	39817
73162	OK	72427	87698	25521
73165	OK	65727	81782	4520
73169	OK	62328	67484	1487
73170	OK	76092	89547	21863
73173	OK	82250	97956	546
73179	OK	61109	72344	1648
73401	OK	40071	51953	33362
73425	OK	41660	49691	71
73430	OK	42750	52846	1068
73432	OK	37688	50557	907
73433	OK	36946	49955	2643
73434	OK	41358	50576	642
73437	OK	39750	49845	143
73438	OK	32219	45826	3764
73439	OK	45444	50375	5991
73440	OK	46346	54526	379
73441	OK	42750	52846	186
73442	OK	41941	49520	479
73443	OK	50486	55848	3345
73444	OK	40124	48835	107
73446	OK	38299	44910	6802
73447	OK	38058	45010	1192
73448	OK	41096	50553	5376
73449	OK	37250	49419	2358
73450	OK	36301	50645	1180
73453	OK	45829	58684	576
73455	OK	38058	45010	633
73456	OK	35712	49278	2228
73458	OK	39750	49845	827
73459	OK	47024	60949	1098
73460	OK	31276	49390	4555
73461	OK	37600	50660	794
73463	OK	38216	45289	3245
73481	OK	40572	49001	1135
73487	OK	39759	49815	269
73491	OK	44016	52084	794
73501	OK	38168	46504	18750
73503	OK	12030	14876	4021
73505	OK	46836	54955	46655
73507	OK	45883	52444	21585
73520	OK	31056	40597	158
73521	OK	45028	52032	23194
73526	OK	49538	57590	2299
73527	OK	47583	55452	4068
73528	OK	53172	60767	663
73529	OK	42419	49478	5015
73530	OK	38125	42766	562
73531	OK	39185	47875	385
73532	OK	30575	54067	636
73533	OK	42875	55934	27359
73537	OK	30644	53422	716
73538	OK	52351	58345	3270
73539	OK	57163	66836	221
73540	OK	58821	66671	398
73541	OK	49595	55699	2630
73542	OK	32384	39851	5471
73543	OK	58764	66228	1497
73544	OK	31679	43727	349
73546	OK	36467	43584	1325
73547	OK	38713	41894	2188
73548	OK	37026	45158	535
73549	OK	57163	66836	354
73550	OK	31679	43727	2752
73551	OK	38125	42766	81
73552	OK	45080	52658	1552
73553	OK	36467	43584	48
73554	OK	32422	39220	3542
73555	OK	38125	42766	308
73556	OK	42552	48981	209
73557	OK	54447	60622	440
73559	OK	28948	41555	559
73560	OK	30565	54165	890
73562	OK	39166	47861	886
73564	OK	29861	42244	583
73565	OK	34505	42676	1126
73566	OK	28735	41254	1766
73567	OK	49560	55663	823
73568	OK	38959	47707	1341
73569	OK	34546	43028	533
73570	OK	24693	36071	1277
73571	OK	31679	43727	107
73572	OK	47664	54174	3836
73573	OK	31213	40690	2699
73601	OK	38928	51579	9899
73620	OK	46575	62058	1116
73622	OK	41122	51036	296
73624	OK	38942	49052	1873
73625	OK	44113	55088	671
73626	OK	39569	49730	1099
73627	OK	40595	52543	520
73628	OK	48917	72338	1499
73632	OK	47108	58169	3581
73638	OK	48917	72338	147
73639	OK	43616	54651	659
73641	OK	40112	49415	768
73642	OK	48917	72338	170
73644	OK	49943	58403	12284
73645	OK	40167	44936	1510
73646	OK	48371	62912	423
73647	OK	40184	50819	472
73650	OK	47971	68944	909
73651	OK	33219	44983	4534
73654	OK	46379	63261	910
73655	OK	28672	41349	996
73658	OK	42448	61612	269
73659	OK	45972	61752	180
73660	OK	48917	72338	406
73661	OK	42087	51827	461
73662	OK	41646	53288	5692
73663	OK	42436	61578	1353
73664	OK	40121	49418	1114
73666	OK	48917	72338	167
73667	OK	44707	59121	613
73669	OK	44006	54892	1631
73673	OK	39001	43524	320
73701	OK	33676	42851	23437
73703	OK	50635	63394	26651
73705	OK	48333	58425	174
73716	OK	41447	57973	556
73717	OK	47292	59041	6921
73718	OK	46272	60988	488
73719	OK	42443	62722	108
73720	OK	48679	54354	251
73722	OK	42443	62722	460
73724	OK	36291	54212	1217
73726	OK	41051	57583	577
73727	OK	55004	65289	249
73728	OK	45076	57880	2022
73729	OK	45979	61412	532
73730	OK	48679	54354	730
73731	OK	42455	60714	186
73733	OK	46229	52220	180
73734	OK	49078	64213	956
73735	OK	48664	54531	692
73736	OK	34924	42634	377
73737	OK	48610	56988	3604
73738	OK	55941	65696	1177
73739	OK	41882	57790	384
73741	OK	40882	57206	1646
73742	OK	46406	57218	3621
73743	OK	56250	66178	115
73744	OK	52292	64696	293
73746	OK	42455	60714	50
73747	OK	41607	59336	312
73749	OK	42362	62437	465
73750	OK	49024	60506	6541
73753	OK	56250	66178	450
73754	OK	42924	56631	1094
73755	OK	36660	54206	949
73756	OK	50650	68327	328
73757	OK	50216	57035	182
73758	OK	41684	53990	244
73759	OK	41618	52688	1751
73760	OK	46109	61438	421
73761	OK	44041	53854	437
73762	OK	58743	67886	2037
73763	OK	50336	64686	1695
73764	OK	51111	67309	164
73766	OK	43407	53287	1158
73768	OK	46109	61438	1378
73771	OK	41715	52721	618
73772	OK	41925	54664	5818
73773	OK	48673	54421	1709
73801	OK	47278	58660	14220
73832	OK	42969	54671	960
73834	OK	49000	62852	1643
73835	OK	36466	41977	223
73838	OK	41969	59845	467
73840	OK	47052	61304	669
73841	OK	64586	81244	980
73842	OK	50968	59260	564
73843	OK	43054	56539	844
73844	OK	50608	58899	370
73848	OK	39593	52070	1938
73851	OK	38124	50399	85
73852	OK	47017	66787	2027
73853	OK	65288	82043	355
73855	OK	37359	49362	158
73857	OK	65288	82043	569
73858	OK	43057	56588	1617
73859	OK	38254	43092	1324
73860	OK	42413	60645	1405
73901	OK	40484	51302	181
73931	OK	49926	64527	508
73932	OK	43897	57155	2246
73933	OK	33952	41401	2077
73937	OK	33125	44638	214
73938	OK	53405	60947	784
73939	OK	50070	61939	1629
73942	OK	45151	64102	12087
73944	OK	51109	63796	534
73945	OK	42045	53137	2793
73946	OK	33125	44638	65
73947	OK	33125	44638	645
73949	OK	92237	110376	1792
73950	OK	52630	60368	1733
73951	OK	40484	51302	1336
74001	OK	42648	49833	415
74002	OK	42340	50107	2321
74003	OK	36593	50964	14900
74006	OK	55053	70989	23892
74008	OK	68795	84996	15680
74010	OK	34750	45075	10112
74011	OK	67689	84818	23045
74012	OK	64511	72744	47225
74014	OK	67260	75407	22568
74015	OK	55219	72758	7942
74016	OK	40128	51193	5948
74017	OK	46585	55968	24817
74019	OK	67241	75931	13619
74020	OK	41462	52596	7565
74021	OK	61300	67875	12114
74022	OK	42198	51091	1752
74023	OK	39864	48106	12031
74026	OK	44095	55102	937
74027	OK	50591	59292	1011
74028	OK	41042	53516	1800
74029	OK	32366	50510	4909
74030	OK	33502	54283	3857
74032	OK	45435	55885	1803
74033	OK	59934	75969	8184
74034	OK	38520	42815	196
74035	OK	32055	44526	4818
74036	OK	56238	63767	5967
74037	OK	70852	76857	9512
74038	OK	39087	44736	2262
74039	OK	39628	49658	3479
74041	OK	49259	63356	1480
74042	OK	51134	51593	533
74044	OK	45103	53922	6839
74045	OK	35661	45776	295
74046	OK	40417	52562	103
74047	OK	50425	61508	6573
74048	OK	35904	53160	6169
74050	OK	41995	50942	457
74051	OK	53569	65386	1830
74052	OK	34018	45990	1311
74053	OK	59163	60480	2860
74054	OK	31972	44469	772
74055	OK	66108	74764	26494
74056	OK	31442	48181	5850
74058	OK	32680	44006	4204
74059	OK	49090	58302	4634
74060	OK	51668	65379	534
74061	OK	53829	63721	1760
74062	OK	41323	51177	1090
74063	OK	54784	63373	27969
74066	OK	44574	54568	28708
74068	OK	43788	57465	126
74070	OK	49097	60049	10880
74071	OK	39015	48834	188
74072	OK	43753	50101	1750
74073	OK	51410	59134	4896
74074	OK	38570	51452	25085
74075	OK	31000	41794	20984
74078	OK	22579	27492	1146
74079	OK	40820	53732	4663
74080	OK	62970	72195	2390
74081	OK	42998	49739	1728
74082	OK	53829	63721	118
74083	OK	43528	50894	1070
74084	OK	32088	44609	690
74085	OK	40396	51104	2498
74103	OK	28136	46149	2168
74104	OK	32732	44212	14056
74105	OK	51242	73333	28717
74106	OK	21081	30320	18218
74107	OK	33878	42777	20383
74108	OK	43827	50284	7512
74110	OK	26940	31847	15229
74112	OK	35882	44860	21205
74114	OK	78212	109698	16859
74115	OK	31250	37802	23797
74116	OK	36759	42023	3839
74117	OK	57409	65297	111
74119	OK	31422	50016	3743
74120	OK	33173	53464	5630
74126	OK	29977	38089	12860
74127	OK	31107	40022	17591
74128	OK	36440	44115	11992
74129	OK	40183	49226	18699
74130	OK	36112	42207	2572
74131	OK	55066	70534	3215
74132	OK	61051	79805	6778
74133	OK	56049	72888	38032
74134	OK	45373	54524	12989
74135	OK	45477	59438	21284
74136	OK	48471	68667	32164
74137	OK	93963	139305	23280
74145	OK	46444	54839	17882
74146	OK	32631	38895	14376
74301	OK	37186	46764	11639
74330	OK	51341	57307	2789
74331	OK	38577	55804	6490
74332	OK	47075	53398	1810
74333	OK	45748	52787	1166
74337	OK	43378	50134	4949
74338	OK	32570	48077	5095
74339	OK	25439	32957	2776
74340	OK	30981	37586	226
74342	OK	34036	42540	2701
74343	OK	37699	47101	2802
74344	OK	34723	51406	11992
74346	OK	30394	40100	7407
74347	OK	38050	57000	2482
74349	OK	41751	53129	371
74350	OK	30981	37586	782
74352	OK	39113	44746	6719
74354	OK	36121	44955	17995
74358	OK	25439	32957	325
74359	OK	40227	62275	620
74360	OK	40684	49599	1808
74361	OK	44005	53908	14423
74363	OK	40684	49599	2865
74364	OK	39369	54156	1878
74365	OK	34458	45126	4823
74366	OK	31891	39500	1503
74367	OK	30981	37586	517
74368	OK	40227	62275	56
74369	OK	45900	52524	1770
74370	OK	34558	46911	3304
74401	OK	33376	43277	17927
74403	OK	40449	49795	29701
74421	OK	46698	55304	4245
74422	OK	41303	48807	825
74423	OK	44206	55547	1078
74425	OK	42823	50765	859
74426	OK	29531	38935	9527
74427	OK	34268	38352	1249
74428	OK	33943	42437	844
74429	OK	48904	56139	10991
74430	OK	42823	50765	552
74431	OK	33791	44742	984
74432	OK	30850	41518	8956
74434	OK	43878	54735	8306
74435	OK	38542	51744	3280
74436	OK	43910	51554	4562
74437	OK	38526	47437	10690
74438	OK	27135	36145	201
74441	OK	41633	50301	4837
74442	OK	42858	50880	949
74445	OK	47751	56166	2802
74446	OK	42821	56052	516
74447	OK	35390	42680	17844
74450	OK	40411	50050	1743
74451	OK	39492	47162	3619
74452	OK	36728	43992	410
74454	OK	48146	61136	2840
74455	OK	30325	44823	2929
74456	OK	52854	57920	199
74457	OK	32417	38663	518
74458	OK	45597	58891	197
74459	OK	30179	39780	85
74460	OK	33791	44742	298
74462	OK	36329	49177	7219
74463	OK	52546	73706	1877
74464	OK	30852	39094	27601
74467	OK	41022	49707	14002
74468	OK	38777	48173	303
74469	OK	30404	46448	2446
74470	OK	30444	46721	1677
74471	OK	33748	37908	1554
74472	OK	35745	48499	392
74477	OK	47891	54713	6
74501	OK	35643	44543	24122
74521	OK	28578	36544	295
74522	OK	40531	49335	288
74523	OK	25641	34716	6063
74525	OK	30150	44008	9114
74528	OK	34162	44360	161
74530	OK	37238	49721	217
74531	OK	46935	54877	1025
74533	OK	39080	48940	779
74534	OK	36354	44545	310
74535	OK	36354	44545	103
74536	OK	28803	36820	1643
74538	OK	30134	39281	4214
74540	OK	34247	46515	162
74543	OK	30703	39783	354
74546	OK	35946	45697	919
74547	OK	36230	45975	3426
74549	OK	27944	36881	126
74552	OK	35745	48499	986
74553	OK	34104	44836	1380
74554	OK	40531	49335	1745
74555	OK	30508	42806	881
74556	OK	29143	38443	396
74557	OK	25425	34245	492
74558	OK	28872	36992	492
74560	OK	34088	44573	644
74561	OK	33554	44569	2110
74562	OK	30703	39783	813
74563	OK	41021	49842	1938
74565	OK	57141	75653	768
74567	OK	30703	39783	230
74569	OK	34960	47796	1479
74570	OK	44465	52713	1071
74571	OK	33216	43598	3877
74572	OK	36441	44550	789
74574	OK	35515	43722	1130
74576	OK	34675	46983	172
74577	OK	26477	37662	114
74578	OK	43710	53119	6630
74601	OK	36383	46258	20487
74604	OK	52372	68640	13023
74630	OK	50656	57755	803
74631	OK	34390	42902	8349
74632	OK	36280	41033	627
74633	OK	38029	51153	458
74636	OK	41570	52672	293
74637	OK	38750	48455	2075
74640	OK	56250	66178	331
74641	OK	39946	48943	705
74643	OK	41570	52672	658
74644	OK	51359	55711	573
74646	OK	34999	44400	251
74647	OK	39784	48593	3778
74650	OK	36207	46631	749
74651	OK	50989	55607	747
74652	OK	37879	51764	1053
74653	OK	40556	50136	3947
74701	OK	37106	45123	18992
74720	OK	36354	49835	643
74722	OK	32625	40953	289
74723	OK	36515	59370	1559
74724	OK	32625	40953	345
74726	OK	34938	47562	2284
74727	OK	29543	42031	2012
74728	OK	29083	41605	11792
74729	OK	35813	44578	2508
74730	OK	37840	47865	3172
74731	OK	37969	49233	1580
74733	OK	37889	49263	2611
74734	OK	35663	44455	1105
74735	OK	29000	38629	1842
74736	OK	34194	43514	1090
74738	OK	36892	55976	584
74740	OK	30967	44066	2590
74741	OK	36442	52686	973
74743	OK	25984	38994	8630
74745	OK	29920	41064	9939
74747	OK	36354	49835	151
74748	OK	37822	49820	590
74750	OK	42222	50169	413
74753	OK	37969	49233	35
74754	OK	36938	45028	415
74755	OK	42222	50169	104
74756	OK	28966	39038	804
74759	OK	29878	42603	1285
74760	OK	29793	39166	257
74761	OK	28669	38404	96
74764	OK	41065	49104	3614
74766	OK	37315	44289	1723
74801	OK	34038	42960	21590
74804	OK	42759	55188	17666
74820	OK	37587	50949	28545
74824	OK	35998	47623	1104
